period,scenario,brand,market,business_unit,metric,value,unit,provenance
2026-02,prior_year,MINISO,overseas,MINISO - Overseas,average_ticket,142.100000,RMB per transaction,synthetic_allocation
2026-02,prior_year,MINISO,overseas,MINISO - Overseas,volume,3.367803,million transactions,calculated
2026-03,prior_year,MINISO,overseas,MINISO - Overseas,revenue,589.002833,RMB millions,synthetic_allocation
2026-03,prior_year,MINISO,overseas,MINISO - Overseas,gross_profit,260.662971,RMB millions,synthetic_allocation
2026-03,prior_year,MINISO,overseas,MINISO - Overseas,cost_of_sales,328.339862,RMB millions,synthetic_allocation
2026-03,prior_year,MINISO,overseas,MINISO - Overseas,operating_expense,163.722964,RMB millions,synthetic_allocation
2026-03,prior_year,MINISO,overseas,MINISO - Overseas,operating_profit,96.940007,RMB millions,synthetic_allocation
2026-03,prior_year,MINISO,overseas,MINISO - Overseas,average_ticket,142.100000,RMB per transaction,synthetic_allocation
2026-03,prior_year,MINISO,overseas,MINISO - Overseas,volume,4.144988,million transactions,calculated
2026-04,prior_year,MINISO,overseas,MINISO - Overseas,revenue,589.002833,RMB millions,synthetic_allocation
2026-04,prior_year,MINISO,overseas,MINISO - Overseas,gross_profit,260.662971,RMB millions,synthetic_allocation
2026-04,prior_year,MINISO,overseas,MINISO - Overseas,cost_of_sales,328.339862,RMB millions,synthetic_allocation
2026-04,prior_year,MINISO,overseas,MINISO - Overseas,operating_expense,163.722964,RMB millions,synthetic_allocation
2026-04,prior_year,MINISO,overseas,MINISO - Overseas,operating_profit,96.940007,RMB millions,synthetic_allocation
2026-04,prior_year,MINISO,overseas,MINISO - Overseas,average_ticket,142.100000,RMB per transaction,synthetic_allocation
2026-04,prior_year,MINISO,overseas,MINISO - Overseas,volume,4.144988,million transactions,calculated
2026-05,prior_year,MINISO,overseas,MINISO - Overseas,revenue,625.815510,RMB millions,synthetic_allocation
2026-05,prior_year,MINISO,overseas,MINISO - Overseas,gross_profit,276.954407,RMB millions,synthetic_allocation
2026-05,prior_year,MINISO,overseas,MINISO - Overseas,cost_of_sales,348.861104,RMB millions,synthetic_allocation
2026-05,prior_year,MINISO,overseas,MINISO - Overseas,operating_expense,173.955649,RMB millions,synthetic_allocation
2026-05,prior_year,MINISO,overseas,MINISO - Overseas,operating_profit,102.998757,RMB millions,synthetic_allocation
2026-05,prior_year,MINISO,overseas,MINISO - Overseas,average_ticket,142.100000,RMB per transaction,synthetic_allocation
2026-05,prior_year,MINISO,overseas,MINISO - Overseas,volume,4.404050,million transactions,calculated
2026-06,prior_year,MINISO,overseas,MINISO - Overseas,revenue,699.440865,RMB millions,synthetic_allocation
2026-06,prior_year,MINISO,overseas,MINISO - Overseas,gross_profit,309.537278,RMB millions,synthetic_allocation
2026-06,prior_year,MINISO,overseas,MINISO - Overseas,cost_of_sales,389.903587,RMB millions,synthetic_allocation
2026-06,prior_year,MINISO,overseas,MINISO - Overseas,operating_expense,194.421020,RMB millions,synthetic_allocation
2026-06,prior_year,MINISO,overseas,MINISO - Overseas,operating_profit,115.116258,RMB millions,synthetic_allocation
2026-06,prior_year,MINISO,overseas,MINISO - Overseas,average_ticket,142.100000,RMB per transaction,synthetic_allocation
2026-06,prior_year,MINISO,overseas,MINISO - Overseas,volume,4.922174,million transactions,calculated
2026-07,prior_year,MINISO,overseas,MINISO - Overseas,revenue,783.805692,RMB millions,synthetic_allocation
2026-07,prior_year,MINISO,overseas,MINISO - Overseas,gross_profit,356.662883,RMB millions,synthetic_allocation
2026-07,prior_year,MINISO,overseas,MINISO - Overseas,cost_of_sales,427.142809,RMB millions,synthetic_allocation
2026-07,prior_year,MINISO,overseas,MINISO - Overseas,operating_expense,241.662978,RMB millions,synthetic_allocation
2026-07,prior_year,MINISO,overseas,MINISO - Overseas,operating_profit,114.999905,RMB millions,synthetic_allocation
2026-07,prior_year,MINISO,overseas,MINISO - Overseas,average_ticket,142.100000,RMB per transaction,synthetic_allocation
2026-07,prior_year,MINISO,overseas,MINISO - Overseas,volume,5.515874,million transactions,calculated
2026-08,prior_year,MINISO,overseas,MINISO - Overseas,revenue,783.805692,RMB millions,synthetic_allocation
2026-08,prior_year,MINISO,overseas,MINISO - Overseas,gross_profit,356.662883,RMB millions,synthetic_allocation
2026-08,prior_year,MINISO,overseas,MINISO - Overseas,cost_of_sales,427.142809,RMB millions,synthetic_allocation
2026-08,prior_year,MINISO,overseas,MINISO - Overseas,operating_expense,241.662978,RMB millions,synthetic_allocation
2026-08,prior_year,MINISO,overseas,MINISO - Overseas,operating_profit,114.999905,RMB millions,synthetic_allocation
2026-08,prior_year,MINISO,overseas,MINISO - Overseas,average_ticket,142.100000,RMB per transaction,synthetic_allocation
2026-08,prior_year,MINISO,overseas,MINISO - Overseas,volume,5.515874,million transactions,calculated
2026-09,prior_year,MINISO,overseas,MINISO - Overseas,revenue,930.769260,RMB millions,synthetic_allocation
2026-09,prior_year,MINISO,overseas,MINISO - Overseas,gross_profit,423.537174,RMB millions,synthetic_allocation
2026-09,prior_year,MINISO,overseas,MINISO - Overseas,cost_of_sales,507.232086,RMB millions,synthetic_allocation
2026-09,prior_year,MINISO,overseas,MINISO - Overseas,operating_expense,286.974787,RMB millions,synthetic_allocation
2026-09,prior_year,MINISO,overseas,MINISO - Overseas,operating_profit,136.562387,RMB millions,synthetic_allocation
2026-09,prior_year,MINISO,overseas,MINISO - Overseas,average_ticket,142.100000,RMB per transaction,synthetic_allocation
2026-09,prior_year,MINISO,overseas,MINISO - Overseas,volume,6.550100,million transactions,calculated
2026-10,prior_year,MINISO,overseas,MINISO - Overseas,revenue,783.805692,RMB millions,synthetic_allocation
2026-10,prior_year,MINISO,overseas,MINISO - Overseas,gross_profit,356.662883,RMB millions,synthetic_allocation
2026-10,prior_year,MINISO,overseas,MINISO - Overseas,cost_of_sales,427.142809,RMB millions,synthetic_allocation
2026-10,prior_year,MINISO,overseas,MINISO - Overseas,operating_expense,241.662978,RMB millions,synthetic_allocation
2026-10,prior_year,MINISO,overseas,MINISO - Overseas,operating_profit,114.999905,RMB millions,synthetic_allocation
2026-10,prior_year,MINISO,overseas,MINISO - Overseas,average_ticket,142.100000,RMB per transaction,synthetic_allocation
2026-10,prior_year,MINISO,overseas,MINISO - Overseas,volume,5.515874,million transactions,calculated
2026-11,prior_year,MINISO,overseas,MINISO - Overseas,revenue,832.793548,RMB millions,synthetic_allocation
2026-11,prior_year,MINISO,overseas,MINISO - Overseas,gross_profit,378.954313,RMB millions,synthetic_allocation
2026-11,prior_year,MINISO,overseas,MINISO - Overseas,cost_of_sales,453.839235,RMB millions,synthetic_allocation
2026-11,prior_year,MINISO,overseas,MINISO - Overseas,operating_expense,256.766915,RMB millions,synthetic_allocation
2026-11,prior_year,MINISO,overseas,MINISO - Overseas,operating_profit,122.187399,RMB millions,synthetic_allocation
2026-11,prior_year,MINISO,overseas,MINISO - Overseas,average_ticket,142.100000,RMB per transaction,synthetic_allocation
2026-11,prior_year,MINISO,overseas,MINISO - Overseas,volume,5.860616,million transactions,calculated
2026-12,prior_year,MINISO,overseas,MINISO - Overseas,revenue,979.757115,RMB millions,synthetic_allocation
2026-12,prior_year,MINISO,overseas,MINISO - Overseas,gross_profit,445.828604,RMB millions,synthetic_allocation
2026-12,prior_year,MINISO,overseas,MINISO - Overseas,cost_of_sales,533.928512,RMB millions,synthetic_allocation
2026-12,prior_year,MINISO,overseas,MINISO - Overseas,operating_expense,302.078723,RMB millions,synthetic_allocation
2026-12,prior_year,MINISO,overseas,MINISO - Overseas,operating_profit,143.749881,RMB millions,synthetic_allocation
2026-12,prior_year,MINISO,overseas,MINISO - Overseas,average_ticket,142.100000,RMB per transaction,synthetic_allocation
2026-12,prior_year,MINISO,overseas,MINISO - Overseas,volume,6.894842,million transactions,calculated
2026-01,actual,TOP_TOY,global,TOP TOY - Global,revenue,153.846563,RMB millions,synthetic_allocation
2026-01,actual,TOP_TOY,global,TOP TOY - Global,gross_profit,68.149516,RMB millions,synthetic_allocation
2026-01,actual,TOP_TOY,global,TOP TOY - Global,cost_of_sales,85.697046,RMB millions,synthetic_allocation
2026-01,actual,TOP_TOY,global,TOP TOY - Global,operating_expense,46.208766,RMB millions,synthetic_allocation
2026-01,actual,TOP_TOY,global,TOP TOY - Global,operating_profit,21.940750,RMB millions,synthetic_allocation
2026-01,actual,TOP_TOY,global,TOP TOY - Global,average_ticket,177.970000,RMB per transaction,synthetic_allocation
2026-01,actual,TOP_TOY,global,TOP TOY - Global,volume,0.864452,million transactions,calculated
2026-02,actual,TOP_TOY,global,TOP TOY - Global,revenue,133.333688,RMB millions,synthetic_allocation
2026-02,actual,TOP_TOY,global,TOP TOY - Global,gross_profit,59.062914,RMB millions,synthetic_allocation
2026-02,actual,TOP_TOY,global,TOP TOY - Global,cost_of_sales,74.270773,RMB millions,synthetic_allocation
2026-02,actual,TOP_TOY,global,TOP TOY - Global,operating_expense,40.047597,RMB millions,synthetic_allocation
2026-02,actual,TOP_TOY,global,TOP TOY - Global,operating_profit,19.015317,RMB millions,synthetic_allocation
2026-02,actual,TOP_TOY,global,TOP TOY - Global,average_ticket,177.970000,RMB per transaction,synthetic_allocation
2026-02,actual,TOP_TOY,global,TOP TOY - Global,volume,0.749192,million transactions,calculated
2026-03,actual,TOP_TOY,global,TOP TOY - Global,revenue,164.103000,RMB millions,synthetic_allocation
2026-03,actual,TOP_TOY,global,TOP TOY - Global,gross_profit,72.692818,RMB millions,synthetic_allocation
2026-03,actual,TOP_TOY,global,TOP TOY - Global,cost_of_sales,91.410182,RMB millions,synthetic_allocation
2026-03,actual,TOP_TOY,global,TOP TOY - Global,operating_expense,49.289351,RMB millions,synthetic_allocation
2026-03,actual,TOP_TOY,global,TOP TOY - Global,operating_profit,23.403467,RMB millions,synthetic_allocation
2026-03,actual,TOP_TOY,global,TOP TOY - Global,average_ticket,177.970000,RMB per transaction,synthetic_allocation
2026-03,actual,TOP_TOY,global,TOP TOY - Global,volume,0.922082,million transactions,calculated
2026-04,actual,TOP_TOY,global,TOP TOY - Global,revenue,164.103000,RMB millions,synthetic_allocation
2026-04,actual,TOP_TOY,global,TOP TOY - Global,gross_profit,72.692818,RMB millions,synthetic_allocation
2026-04,actual,TOP_TOY,global,TOP TOY - Global,cost_of_sales,91.410182,RMB millions,synthetic_allocation
2026-04,actual,TOP_TOY,global,TOP TOY - Global,operating_expense,49.289351,RMB millions,synthetic_allocation
2026-04,actual,TOP_TOY,global,TOP TOY - Global,operating_profit,23.403467,RMB millions,synthetic_allocation
2026-04,actual,TOP_TOY,global,TOP TOY - Global,average_ticket,177.970000,RMB per transaction,synthetic_allocation
2026-04,actual,TOP_TOY,global,TOP TOY - Global,volume,0.922082,million transactions,calculated
2026-05,actual,TOP_TOY,global,TOP TOY - Global,revenue,174.359438,RMB millions,synthetic_allocation
2026-05,actual,TOP_TOY,global,TOP TOY - Global,gross_profit,77.236119,RMB millions,synthetic_allocation
2026-05,actual,TOP_TOY,global,TOP TOY - Global,cost_of_sales,97.123319,RMB millions,synthetic_allocation
2026-05,actual,TOP_TOY,global,TOP TOY - Global,operating_expense,52.369935,RMB millions,synthetic_allocation
2026-05,actual,TOP_TOY,global,TOP TOY - Global,operating_profit,24.866184,RMB millions,synthetic_allocation
2026-05,actual,TOP_TOY,global,TOP TOY - Global,average_ticket,177.970000,RMB per transaction,synthetic_allocation
2026-05,actual,TOP_TOY,global,TOP TOY - Global,volume,0.979713,million transactions,calculated
2026-06,actual,TOP_TOY,global,TOP TOY - Global,revenue,194.872313,RMB millions,synthetic_allocation
2026-06,actual,TOP_TOY,global,TOP TOY - Global,gross_profit,86.322721,RMB millions,synthetic_allocation
2026-06,actual,TOP_TOY,global,TOP TOY - Global,cost_of_sales,108.549592,RMB millions,synthetic_allocation
2026-06,actual,TOP_TOY,global,TOP TOY - Global,operating_expense,58.531104,RMB millions,synthetic_allocation
2026-06,actual,TOP_TOY,global,TOP TOY - Global,operating_profit,27.791617,RMB millions,synthetic_allocation
2026-06,actual,TOP_TOY,global,TOP TOY - Global,average_ticket,177.970000,RMB per transaction,synthetic_allocation
2026-06,actual,TOP_TOY,global,TOP TOY - Global,volume,1.094973,million transactions,calculated
2026-01,budget,TOP_TOY,global,TOP TOY - Global,revenue,208.323457,RMB millions,synthetic_plan
2026-01,budget,TOP_TOY,global,TOP TOY - Global,gross_profit,99.995260,RMB millions,synthetic_plan
2026-01,budget,TOP_TOY,global,TOP TOY - Global,cost_of_sales,108.328198,RMB millions,synthetic_plan
2026-01,budget,TOP_TOY,global,TOP TOY - Global,operating_expense,68.746741,RMB millions,synthetic_plan
2026-01,budget,TOP_TOY,global,TOP TOY - Global,operating_profit,31.248519,RMB millions,synthetic_plan
2026-01,budget,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-01,budget,TOP_TOY,global,TOP TOY - Global,volume,1.126073,million transactions,calculated
2026-02,budget,TOP_TOY,global,TOP TOY - Global,revenue,180.546997,RMB millions,synthetic_plan
2026-02,budget,TOP_TOY,global,TOP TOY - Global,gross_profit,86.662558,RMB millions,synthetic_plan
2026-02,budget,TOP_TOY,global,TOP TOY - Global,cost_of_sales,93.884438,RMB millions,synthetic_plan
2026-02,budget,TOP_TOY,global,TOP TOY - Global,operating_expense,59.580509,RMB millions,synthetic_plan
2026-02,budget,TOP_TOY,global,TOP TOY - Global,operating_profit,27.082049,RMB millions,synthetic_plan
2026-02,budget,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-02,budget,TOP_TOY,global,TOP TOY - Global,volume,0.975930,million transactions,calculated
2026-03,budget,TOP_TOY,global,TOP TOY - Global,revenue,222.211688,RMB millions,synthetic_plan
2026-03,budget,TOP_TOY,global,TOP TOY - Global,gross_profit,106.661610,RMB millions,synthetic_plan
2026-03,budget,TOP_TOY,global,TOP TOY - Global,cost_of_sales,115.550078,RMB millions,synthetic_plan
2026-03,budget,TOP_TOY,global,TOP TOY - Global,operating_expense,73.329857,RMB millions,synthetic_plan
2026-03,budget,TOP_TOY,global,TOP TOY - Global,operating_profit,33.331753,RMB millions,synthetic_plan
2026-03,budget,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-03,budget,TOP_TOY,global,TOP TOY - Global,volume,1.201144,million transactions,calculated
2026-04,budget,TOP_TOY,global,TOP TOY - Global,revenue,222.211688,RMB millions,synthetic_plan
2026-04,budget,TOP_TOY,global,TOP TOY - Global,gross_profit,106.661610,RMB millions,synthetic_plan
2026-04,budget,TOP_TOY,global,TOP TOY - Global,cost_of_sales,115.550078,RMB millions,synthetic_plan
2026-04,budget,TOP_TOY,global,TOP TOY - Global,operating_expense,73.329857,RMB millions,synthetic_plan
2026-04,budget,TOP_TOY,global,TOP TOY - Global,operating_profit,33.331753,RMB millions,synthetic_plan
2026-04,budget,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-04,budget,TOP_TOY,global,TOP TOY - Global,volume,1.201144,million transactions,calculated
2026-05,budget,TOP_TOY,global,TOP TOY - Global,revenue,236.099919,RMB millions,synthetic_plan
2026-05,budget,TOP_TOY,global,TOP TOY - Global,gross_profit,113.327961,RMB millions,synthetic_plan
2026-05,budget,TOP_TOY,global,TOP TOY - Global,cost_of_sales,122.771958,RMB millions,synthetic_plan
2026-05,budget,TOP_TOY,global,TOP TOY - Global,operating_expense,77.912973,RMB millions,synthetic_plan
2026-05,budget,TOP_TOY,global,TOP TOY - Global,operating_profit,35.414988,RMB millions,synthetic_plan
2026-05,budget,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-05,budget,TOP_TOY,global,TOP TOY - Global,volume,1.276216,million transactions,calculated
2026-06,budget,TOP_TOY,global,TOP TOY - Global,revenue,263.876379,RMB millions,synthetic_plan
2026-06,budget,TOP_TOY,global,TOP TOY - Global,gross_profit,126.660662,RMB millions,synthetic_plan
2026-06,budget,TOP_TOY,global,TOP TOY - Global,cost_of_sales,137.215717,RMB millions,synthetic_plan
2026-06,budget,TOP_TOY,global,TOP TOY - Global,operating_expense,87.079205,RMB millions,synthetic_plan
2026-06,budget,TOP_TOY,global,TOP TOY - Global,operating_profit,39.581457,RMB millions,synthetic_plan
2026-06,budget,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-06,budget,TOP_TOY,global,TOP TOY - Global,volume,1.426359,million transactions,calculated
2026-07,budget,TOP_TOY,global,TOP TOY - Global,revenue,222.211688,RMB millions,synthetic_plan
2026-07,budget,TOP_TOY,global,TOP TOY - Global,gross_profit,106.661610,RMB millions,synthetic_plan
2026-07,budget,TOP_TOY,global,TOP TOY - Global,cost_of_sales,115.550078,RMB millions,synthetic_plan
2026-07,budget,TOP_TOY,global,TOP TOY - Global,operating_expense,73.329857,RMB millions,synthetic_plan
2026-07,budget,TOP_TOY,global,TOP TOY - Global,operating_profit,33.331753,RMB millions,synthetic_plan
2026-07,budget,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-07,budget,TOP_TOY,global,TOP TOY - Global,volume,1.201144,million transactions,calculated
2026-08,budget,TOP_TOY,global,TOP TOY - Global,revenue,222.211688,RMB millions,synthetic_plan
2026-08,budget,TOP_TOY,global,TOP TOY - Global,gross_profit,106.661610,RMB millions,synthetic_plan
2026-08,budget,TOP_TOY,global,TOP TOY - Global,cost_of_sales,115.550078,RMB millions,synthetic_plan
2026-08,budget,TOP_TOY,global,TOP TOY - Global,operating_expense,73.329857,RMB millions,synthetic_plan
2026-08,budget,TOP_TOY,global,TOP TOY - Global,operating_profit,33.331753,RMB millions,synthetic_plan
2026-08,budget,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-08,budget,TOP_TOY,global,TOP TOY - Global,volume,1.201144,million transactions,calculated
2026-09,budget,TOP_TOY,global,TOP TOY - Global,revenue,263.876379,RMB millions,synthetic_plan
2026-09,budget,TOP_TOY,global,TOP TOY - Global,gross_profit,126.660662,RMB millions,synthetic_plan
2026-09,budget,TOP_TOY,global,TOP TOY - Global,cost_of_sales,137.215717,RMB millions,synthetic_plan
2026-09,budget,TOP_TOY,global,TOP TOY - Global,operating_expense,87.079205,RMB millions,synthetic_plan
2026-09,budget,TOP_TOY,global,TOP TOY - Global,operating_profit,39.581457,RMB millions,synthetic_plan
2026-09,budget,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-09,budget,TOP_TOY,global,TOP TOY - Global,volume,1.426359,million transactions,calculated
2026-10,budget,TOP_TOY,global,TOP TOY - Global,revenue,222.211688,RMB millions,synthetic_plan
2026-10,budget,TOP_TOY,global,TOP TOY - Global,gross_profit,106.661610,RMB millions,synthetic_plan
2026-10,budget,TOP_TOY,global,TOP TOY - Global,cost_of_sales,115.550078,RMB millions,synthetic_plan
2026-10,budget,TOP_TOY,global,TOP TOY - Global,operating_expense,73.329857,RMB millions,synthetic_plan
2026-10,budget,TOP_TOY,global,TOP TOY - Global,operating_profit,33.331753,RMB millions,synthetic_plan
2026-10,budget,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-10,budget,TOP_TOY,global,TOP TOY - Global,volume,1.201144,million transactions,calculated
2026-11,budget,TOP_TOY,global,TOP TOY - Global,revenue,236.099919,RMB millions,synthetic_plan
2026-11,budget,TOP_TOY,global,TOP TOY - Global,gross_profit,113.327961,RMB millions,synthetic_plan
2026-11,budget,TOP_TOY,global,TOP TOY - Global,cost_of_sales,122.771958,RMB millions,synthetic_plan
2026-11,budget,TOP_TOY,global,TOP TOY - Global,operating_expense,77.912973,RMB millions,synthetic_plan
2026-11,budget,TOP_TOY,global,TOP TOY - Global,operating_profit,35.414988,RMB millions,synthetic_plan
2026-11,budget,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-11,budget,TOP_TOY,global,TOP TOY - Global,volume,1.276216,million transactions,calculated
2026-12,budget,TOP_TOY,global,TOP TOY - Global,revenue,277.764610,RMB millions,synthetic_plan
2026-12,budget,TOP_TOY,global,TOP TOY - Global,gross_profit,133.327013,RMB millions,synthetic_plan
2026-12,budget,TOP_TOY,global,TOP TOY - Global,cost_of_sales,144.437597,RMB millions,synthetic_plan
2026-12,budget,TOP_TOY,global,TOP TOY - Global,operating_expense,91.662321,RMB millions,synthetic_plan
2026-12,budget,TOP_TOY,global,TOP TOY - Global,operating_profit,41.664692,RMB millions,synthetic_plan
2026-12,budget,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-12,budget,TOP_TOY,global,TOP TOY - Global,volume,1.501430,million transactions,calculated
2026-01,forecast,TOP_TOY,global,TOP TOY - Global,revenue,153.846563,RMB millions,calculated
2026-01,forecast,TOP_TOY,global,TOP TOY - Global,gross_profit,68.149516,RMB millions,calculated
2026-01,forecast,TOP_TOY,global,TOP TOY - Global,cost_of_sales,85.697046,RMB millions,calculated
2026-01,forecast,TOP_TOY,global,TOP TOY - Global,operating_expense,46.208766,RMB millions,calculated
2026-01,forecast,TOP_TOY,global,TOP TOY - Global,operating_profit,21.940750,RMB millions,calculated
2026-01,forecast,TOP_TOY,global,TOP TOY - Global,average_ticket,177.970000,RMB per transaction,calculated
2026-01,forecast,TOP_TOY,global,TOP TOY - Global,volume,0.864452,million transactions,calculated
2026-02,forecast,TOP_TOY,global,TOP TOY - Global,revenue,133.333688,RMB millions,calculated
2026-02,forecast,TOP_TOY,global,TOP TOY - Global,gross_profit,59.062914,RMB millions,calculated
2026-02,forecast,TOP_TOY,global,TOP TOY - Global,cost_of_sales,74.270773,RMB millions,calculated
2026-02,forecast,TOP_TOY,global,TOP TOY - Global,operating_expense,40.047597,RMB millions,calculated
2026-02,forecast,TOP_TOY,global,TOP TOY - Global,operating_profit,19.015317,RMB millions,calculated
2026-02,forecast,TOP_TOY,global,TOP TOY - Global,average_ticket,177.970000,RMB per transaction,calculated
2026-02,forecast,TOP_TOY,global,TOP TOY - Global,volume,0.749192,million transactions,calculated
2026-03,forecast,TOP_TOY,global,TOP TOY - Global,revenue,164.103000,RMB millions,calculated
2026-03,forecast,TOP_TOY,global,TOP TOY - Global,gross_profit,72.692818,RMB millions,calculated
2026-03,forecast,TOP_TOY,global,TOP TOY - Global,cost_of_sales,91.410182,RMB millions,calculated
2026-03,forecast,TOP_TOY,global,TOP TOY - Global,operating_expense,49.289351,RMB millions,calculated
2026-03,forecast,TOP_TOY,global,TOP TOY - Global,operating_profit,23.403467,RMB millions,calculated
2026-03,forecast,TOP_TOY,global,TOP TOY - Global,average_ticket,177.970000,RMB per transaction,calculated
2026-03,forecast,TOP_TOY,global,TOP TOY - Global,volume,0.922082,million transactions,calculated
2026-04,forecast,TOP_TOY,global,TOP TOY - Global,revenue,164.103000,RMB millions,calculated
2026-04,forecast,TOP_TOY,global,TOP TOY - Global,gross_profit,72.692818,RMB millions,calculated
2026-04,forecast,TOP_TOY,global,TOP TOY - Global,cost_of_sales,91.410182,RMB millions,calculated
2026-04,forecast,TOP_TOY,global,TOP TOY - Global,operating_expense,49.289351,RMB millions,calculated
2026-04,forecast,TOP_TOY,global,TOP TOY - Global,operating_profit,23.403467,RMB millions,calculated
2026-04,forecast,TOP_TOY,global,TOP TOY - Global,average_ticket,177.970000,RMB per transaction,calculated
2026-04,forecast,TOP_TOY,global,TOP TOY - Global,volume,0.922082,million transactions,calculated
2026-05,forecast,TOP_TOY,global,TOP TOY - Global,revenue,174.359438,RMB millions,calculated
2026-05,forecast,TOP_TOY,global,TOP TOY - Global,gross_profit,77.236119,RMB millions,calculated
2026-05,forecast,TOP_TOY,global,TOP TOY - Global,cost_of_sales,97.123319,RMB millions,calculated
2026-05,forecast,TOP_TOY,global,TOP TOY - Global,operating_expense,52.369935,RMB millions,calculated
2026-05,forecast,TOP_TOY,global,TOP TOY - Global,operating_profit,24.866184,RMB millions,calculated
2026-05,forecast,TOP_TOY,global,TOP TOY - Global,average_ticket,177.970000,RMB per transaction,calculated
2026-05,forecast,TOP_TOY,global,TOP TOY - Global,volume,0.979713,million transactions,calculated
2026-06,forecast,TOP_TOY,global,TOP TOY - Global,revenue,194.872313,RMB millions,calculated
2026-06,forecast,TOP_TOY,global,TOP TOY - Global,gross_profit,86.322721,RMB millions,calculated
2026-06,forecast,TOP_TOY,global,TOP TOY - Global,cost_of_sales,108.549592,RMB millions,calculated
2026-06,forecast,TOP_TOY,global,TOP TOY - Global,operating_expense,58.531104,RMB millions,calculated
2026-06,forecast,TOP_TOY,global,TOP TOY - Global,operating_profit,27.791617,RMB millions,calculated
2026-06,forecast,TOP_TOY,global,TOP TOY - Global,average_ticket,177.970000,RMB per transaction,calculated
2026-06,forecast,TOP_TOY,global,TOP TOY - Global,volume,1.094973,million transactions,calculated
2026-07,forecast,TOP_TOY,global,TOP TOY - Global,revenue,204.434753,RMB millions,synthetic_plan
2026-07,forecast,TOP_TOY,global,TOP TOY - Global,gross_profit,98.128681,RMB millions,synthetic_plan
2026-07,forecast,TOP_TOY,global,TOP TOY - Global,cost_of_sales,106.306072,RMB millions,synthetic_plan
2026-07,forecast,TOP_TOY,global,TOP TOY - Global,operating_expense,67.463468,RMB millions,synthetic_plan
2026-07,forecast,TOP_TOY,global,TOP TOY - Global,operating_profit,30.665213,RMB millions,synthetic_plan
2026-07,forecast,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-07,forecast,TOP_TOY,global,TOP TOY - Global,volume,1.105053,million transactions,calculated
2026-08,forecast,TOP_TOY,global,TOP TOY - Global,revenue,204.434753,RMB millions,synthetic_plan
2026-08,forecast,TOP_TOY,global,TOP TOY - Global,gross_profit,98.128681,RMB millions,synthetic_plan
2026-08,forecast,TOP_TOY,global,TOP TOY - Global,cost_of_sales,106.306072,RMB millions,synthetic_plan
2026-08,forecast,TOP_TOY,global,TOP TOY - Global,operating_expense,67.463468,RMB millions,synthetic_plan
2026-08,forecast,TOP_TOY,global,TOP TOY - Global,operating_profit,30.665213,RMB millions,synthetic_plan
2026-08,forecast,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-08,forecast,TOP_TOY,global,TOP TOY - Global,volume,1.105053,million transactions,calculated
2026-09,forecast,TOP_TOY,global,TOP TOY - Global,revenue,242.766269,RMB millions,synthetic_plan
2026-09,forecast,TOP_TOY,global,TOP TOY - Global,gross_profit,116.527809,RMB millions,synthetic_plan
2026-09,forecast,TOP_TOY,global,TOP TOY - Global,cost_of_sales,126.238460,RMB millions,synthetic_plan
2026-09,forecast,TOP_TOY,global,TOP TOY - Global,operating_expense,80.112869,RMB millions,synthetic_plan
2026-09,forecast,TOP_TOY,global,TOP TOY - Global,operating_profit,36.414940,RMB millions,synthetic_plan
2026-09,forecast,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-09,forecast,TOP_TOY,global,TOP TOY - Global,volume,1.312250,million transactions,calculated
2026-10,forecast,TOP_TOY,global,TOP TOY - Global,revenue,204.434753,RMB millions,synthetic_plan
2026-10,forecast,TOP_TOY,global,TOP TOY - Global,gross_profit,98.128681,RMB millions,synthetic_plan
2026-10,forecast,TOP_TOY,global,TOP TOY - Global,cost_of_sales,106.306072,RMB millions,synthetic_plan
2026-10,forecast,TOP_TOY,global,TOP TOY - Global,operating_expense,67.463468,RMB millions,synthetic_plan
2026-10,forecast,TOP_TOY,global,TOP TOY - Global,operating_profit,30.665213,RMB millions,synthetic_plan
